Año,Mes,Bacteriología,Turbiedad,Cloro Libre,Cloro Libre - Calidad,Parámetros Mensuales - Muestra,Parámetros Mensuales - Calidad,Parámetros Semestrales - Muestra,Parámetros Semestrales - Calidad,Control Mensual,Control Semestral
2021.0,Total Anual,0.9750113734412652,0.9994870502630944,0.9755904412989711,0.9232552892913514,0.977773521943374,0.9981532641176734,0.9702461625834434,0.999478689531564,0.9856392407516426,0.9852761426660441
