Año,Mes,Bacteriología,Turbiedad,Cloro Libre,Cloro Libre - Calidad,Parámetros Mensuales - Muestra,Parámetros Mensuales - Calidad,Parámetros Semestrales - Muestra,Parámetros Semestrales - Calidad,Control Mensual,Control Semestral
2020.0,Total Anual,0.9660726875996465,0.9993789731389805,0.9394166713779374,0.9548999848652618,0.9675638379992783,0.9991857722325964,0.9658009328186563,0.9973079893122988,0.9937166229901574,0.993519603829343
